-83.2,-27.03,-3.05
-70.77,-51.42,-3.05
-76.26,-35.56,24.13
-62.17,-25.12,56.27
-58.91,-47.71,43.77
-55.47,-63.81,22.66
-51.42,-70.77,-3.05
-27.03,-83.2,-3.05
-29.83,-77.72,27.05
-31.48,-59.21,56.27
-32.8,-32.8,74.23
0,-34.2,80.58
0,-62.97,60.81
0,-81.72,31.37
0,-87.48,-3.05
27.03,-83.2,-3.05
29.83,-77.72,27.05
31.48,-59.21,56.27
32.8,-32.8,74.23
62.17,-25.12,56.27
58.91,-47.71,43.77
55.47,-63.81,22.66
51.42,-70.77,-3.05
46.63,-64.18,-36.99
70.77,-51.42,-3.05
76.26,-35.56,24.13
83.2,-27.03,-3.05
79.33,0,-36.99
87.48,0,-3.05
81.72,0,31.37
62.97,0,60.81
34.2,0,80.58
-87.48,0,-3.05
-83.2,27.03,-3.05
-70.77,51.42,-3.05
-76.26,35.56,24.13
-81.72,0,31.37
-62.97,0,60.81
-62.17,25.12,56.27
-58.91,47.71,43.77
-55.47,63.81,22.66
-51.42,70.77,-3.05
-27.03,83.2,-3.05
-29.83,77.72,27.05
-31.48,59.21,56.27
-32.8,32.8,74.23
-34.2,0,80.58
0,0,87.54
0,34.2,80.58
0,62.97,60.81
0,81.72,31.37
0,87.48,-3.05
27.03,83.2,-3.05
29.83,77.72,27.05
31.48,59.21,56.27
32.8,32.8,74.23
62.17,25.12,56.27
58.91,47.71,43.77
55.47,63.81,22.66
51.42,70.77,-3.05
46.63,64.18,-36.99
70.77,51.42,-3.05
76.26,35.56,24.13
83.2,27.03,-3.05
